epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,23.1069,0.50912,1.08808,0.83857,0.84771,0.88995,0.9655,0.84719,0.56641,1.00823,0.80568,0.000762621,0.000762621,0.000762621
43,23.5545,0.50088,1.01422,0.84433,0.84771,0.88995,0.9655,0.84719,0.56641,1.00823,0.80568,0.000779314,0.000779314,0.000779314
44,24.0206,0.50801,0.99101,0.88759,0.92721,0.9124,0.995,0.87881,0.60579,0.84413,0.80865,0.000795928,0.000795928,0.000795928
45,24.4775,0.50654,0.97449,0.86168,0.92721,0.9124,0.995,0.87881,0.60579,0.84413,0.80865,0.000812463,0.000812463,0.000812463
46,24.9561,0.48506,0.92464,0.84621,0.95627,0.92329,0.995,0.86824,0.58424,0.75632,0.80455,0.000828919,0.000828919,0.000828919
47,25.4069,0.4612,0.90201,0.84269,0.95627,0.92329,0.995,0.86824,0.58424,0.75632,0.80455,0.000845296,0.000845296,0.000845296
48,25.9005,0.50498,0.87699,0.84107,0.92198,0.99054,0.995,0.84619,0.62534,0.76759,0.82028,0.000861593,0.000861593,0.000861593
49,26.3648,0.4935,0.84535,0.83841,0.92198,0.99054,0.995,0.84619,0.62534,0.76759,0.82028,0.000877811,0.000877811,0.000877811
50,26.8098,0.49899,0.86155,0.83457,0.94914,0.98641,0.995,0.87686,0.56153,0.76601,0.81393,0.00089395,0.00089395,0.00089395
51,27.2586,0.50439,0.83073,0.87613,0.94914,0.98641,0.995,0.87686,0.56153,0.76601,0.81393,0.000901,0.000901,0.000901
52,27.7489,0.48675,0.77199,0.8664,0.93461,0.9768,0.995,0.87672,0.55098,0.73209,0.81391,0.00089902,0.00089902,0.00089902
53,28.2109,0.47408,0.84996,0.85554,0.93461,0.9768,0.995,0.87672,0.55098,0.73209,0.81391,0.00089704,0.00089704,0.00089704
54,28.6769,0.48458,0.83982,0.88418,0.95554,0.98207,0.995,0.86451,0.57062,0.71259,0.82823,0.00089506,0.00089506,0.00089506
55,29.1458,0.5299,0.92148,0.85466,0.95554,0.98207,0.995,0.86451,0.57062,0.71259,0.82823,0.00089308,0.00089308,0.00089308
56,29.6275,0.52346,0.91893,0.87244,0.95459,0.99439,0.995,0.87603,0.52084,0.66513,0.8124,0.0008911,0.0008911,0.0008911
57,30.0618,0.55077,0.80709,0.85528,0.95459,0.99439,0.995,0.87603,0.52084,0.66513,0.8124,0.00088912,0.00088912,0.00088912
58,30.5457,0.49172,0.85812,0.84149,0.96576,0.99945,0.995,0.91254,0.46751,0.69624,0.79643,0.00088714,0.00088714,0.00088714
59,31.0157,0.5336,0.80469,0.86629,0.96576,0.99945,0.995,0.91254,0.46751,0.69624,0.79643,0.00088516,0.00088516,0.00088516
60,31.4948,0.4933,0.82262,0.83862,0.94096,1,0.99383,0.9144,0.46537,0.70362,0.79441,0.00088318,0.00088318,0.00088318
61,31.9366,0.46948,0.8087,0.85207,0.94096,1,0.99383,0.9144,0.46537,0.70362,0.79441,0.0008812,0.0008812,0.0008812
62,32.4188,0.46075,0.74094,0.8467,0.96836,0.99842,0.995,0.89996,0.5152,0.64348,0.80758,0.00087922,0.00087922,0.00087922
63,32.8883,0.5169,0.83185,0.84333,0.96836,0.99842,0.995,0.89996,0.5152,0.64348,0.80758,0.00087724,0.00087724,0.00087724
64,33.3549,0.48894,0.75964,0.85011,0.98023,0.99565,0.995,0.90706,0.49409,0.54681,0.80414,0.00087526,0.00087526,0.00087526
65,33.7996,0.50535,0.82478,0.83847,0.98023,0.99565,0.995,0.90706,0.49409,0.54681,0.80414,0.00087328,0.00087328,0.00087328
66,34.2862,0.49631,0.74406,0.8547,0.98533,1,0.995,0.91446,0.4366,0.52197,0.79207,0.0008713,0.0008713,0.0008713
67,34.7526,0.50445,0.76852,0.84291,0.98533,1,0.995,0.91446,0.4366,0.52197,0.79207,0.00086932,0.00086932,0.00086932
68,35.2075,0.45179,0.72723,0.83609,0.98595,1,0.995,0.91781,0.45245,0.53062,0.79548,0.00086734,0.00086734,0.00086734
69,35.6746,0.46181,0.749,0.84754,0.98595,1,0.995,0.91781,0.45245,0.53062,0.79548,0.00086536,0.00086536,0.00086536
70,36.1678,0.46349,0.7781,0.84608,0.96847,1,0.995,0.88975,0.54658,0.55807,0.82657,0.00086338,0.00086338,0.00086338
71,36.6026,0.48861,0.69054,0.84346,0.96847,1,0.995,0.88975,0.54658,0.55807,0.82657,0.0008614,0.0008614,0.0008614
72,37.0531,0.48885,0.69771,0.8369,0.93232,0.99446,0.995,0.8788,0.5553,0.68852,0.84908,0.00085942,0.00085942,0.00085942
73,37.5081,0.48002,0.75708,0.86462,0.93232,0.99446,0.995,0.8788,0.5553,0.68852,0.84908,0.00085744,0.00085744,0.00085744
74,37.9958,0.53106,0.79245,0.84402,0.91326,0.9797,0.98093,0.87928,0.48583,0.7491,0.82797,0.00085546,0.00085546,0.00085546
75,38.4543,0.47285,0.71428,0.84764,0.91326,0.9797,0.98093,0.87928,0.48583,0.7491,0.82797,0.00085348,0.00085348,0.00085348
76,38.9052,0.45692,0.67818,0.84636,0.88416,0.96122,0.95988,0.86493,0.4526,0.92098,0.81638,0.0008515,0.0008515,0.0008515
77,39.341,0.46143,0.629,0.8384,0.88416,0.96122,0.95988,0.86493,0.4526,0.92098,0.81638,0.00084952,0.00084952,0.00084952
78,39.7892,0.45993,0.65658,0.8434,0.89286,0.99201,0.97208,0.88115,0.47173,0.84317,0.8225,0.00084754,0.00084754,0.00084754
79,40.242,0.47902,0.66497,0.85654,0.89286,0.99201,0.97208,0.88115,0.47173,0.84317,0.8225,0.00084556,0.00084556,0.00084556
80,40.7248,0.48312,0.70394,0.85126,0.89153,1,0.98433,0.89066,0.49579,0.73895,0.82911,0.00084358,0.00084358,0.00084358
81,41.1575,0.43996,0.62358,0.82502,0.89153,1,0.98433,0.89066,0.49579,0.73895,0.82911,0.0008416,0.0008416,0.0008416
82,41.6412,0.45084,0.63755,0.83311,0.9198,1,0.995,0.8994,0.48877,0.61909,0.81998,0.00083962,0.00083962,0.00083962
83,42.0905,0.43871,0.60108,0.82384,0.9198,1,0.995,0.8994,0.48877,0.61909,0.81998,0.00083764,0.00083764,0.00083764
84,42.5642,0.45671,0.65505,0.82642,0.94045,0.99622,0.995,0.90326,0.46947,0.53058,0.80967,0.00083566,0.00083566,0.00083566
85,43.0473,0.44605,0.59711,0.84432,0.94045,0.99622,0.995,0.90326,0.46947,0.53058,0.80967,0.00083368,0.00083368,0.00083368
86,43.531,0.47215,0.66467,0.8441,0.94642,1,0.995,0.88815,0.46225,0.51586,0.79999,0.0008317,0.0008317,0.0008317
87,43.9775,0.44966,0.61506,0.83182,0.94642,1,0.995,0.88815,0.46225,0.51586,0.79999,0.00082972,0.00082972,0.00082972
88,44.4465,0.46781,0.67542,0.84571,0.96128,0.99899,0.995,0.89851,0.45524,0.52695,0.79792,0.00082774,0.00082774,0.00082774
89,44.8965,0.42818,0.62066,0.83877,0.96128,0.99899,0.995,0.89851,0.45524,0.52695,0.79792,0.00082576,0.00082576,0.00082576
90,45.3649,0.43432,0.63301,0.84407,0.96749,0.9962,0.995,0.8975,0.46615,0.5674,0.80579,0.00082378,0.00082378,0.00082378
91,45.8173,0.47787,0.64237,0.85275,0.96749,0.9962,0.995,0.8975,0.46615,0.5674,0.80579,0.0008218,0.0008218,0.0008218
92,46.2685,0.46706,0.61014,0.86374,0.95001,0.99763,0.995,0.90789,0.44193,0.63463,0.79836,0.00081982,0.00081982,0.00081982
93,46.7338,0.45907,0.60476,0.81612,0.95001,0.99763,0.995,0.90789,0.44193,0.63463,0.79836,0.00081784,0.00081784,0.00081784
94,47.1977,0.44952,0.68747,0.84621,0.94282,0.9911,0.995,0.92784,0.4195,0.69835,0.79401,0.00081586,0.00081586,0.00081586
95,47.638,0.45657,0.66037,0.85544,0.94282,0.9911,0.995,0.92784,0.4195,0.69835,0.79401,0.00081388,0.00081388,0.00081388
96,48.1367,0.45333,0.64005,0.82692,0.94808,0.99031,0.995,0.92118,0.42748,0.6977,0.79214,0.0008119,0.0008119,0.0008119
97,48.5877,0.44288,0.62723,0.82967,0.94808,0.99031,0.995,0.92118,0.42748,0.6977,0.79214,0.00080992,0.00080992,0.00080992
98,49.0492,0.45398,0.60125,0.83539,0.96915,0.98447,0.995,0.91761,0.44019,0.60173,0.79103,0.00080794,0.00080794,0.00080794
99,49.4996,0.44543,0.61518,0.83103,0.96915,0.98447,0.995,0.91761,0.44019,0.60173,0.79103,0.00080596,0.00080596,0.00080596
100,49.9814,0.45457,0.64106,0.82381,0.97151,0.98851,0.995,0.91976,0.44379,0.53129,0.7945,0.00080398,0.00080398,0.00080398
101,50.4339,0.44571,0.6416,0.84748,0.97151,0.98851,0.995,0.91976,0.44379,0.53129,0.7945,0.000802,0.000802,0.000802
102,50.9027,0.47088,0.59746,0.82861,0.97696,0.98915,0.995,0.92014,0.42003,0.47668,0.79338,0.00080002,0.00080002,0.00080002
103,51.3516,0.44063,0.57427,0.82707,0.97696,0.98915,0.995,0.92014,0.42003,0.47668,0.79338,0.00079804,0.00079804,0.00079804
104,51.8198,0.41695,0.56101,0.81729,0.98772,0.98596,0.995,0.919,0.40612,0.46735,0.79213,0.00079606,0.00079606,0.00079606
105,52.2761,0.43844,0.59274,0.83655,0.98772,0.98596,0.995,0.919,0.40612,0.46735,0.79213,0.00079408,0.00079408,0.00079408
106,52.7369,0.42374,0.57153,0.84183,0.98855,0.98343,0.995,0.9199,0.43633,0.46373,0.80437,0.0007921,0.0007921,0.0007921
107,53.189,0.42163,0.61635,0.83244,0.98855,0.98343,0.995,0.9199,0.43633,0.46373,0.80437,0.00079012,0.00079012,0.00079012
108,53.688,0.40986,0.61256,0.8327,0.98548,0.98279,0.995,0.92094,0.45496,0.45692,0.80816,0.00078814,0.00078814,0.00078814
109,54.1398,0.45119,0.6492,0.83933,0.98548,0.98279,0.995,0.92094,0.45496,0.45692,0.80816,0.00078616,0.00078616,0.00078616
110,54.6183,0.4309,0.59721,0.82215,0.98018,0.98304,0.995,0.91728,0.43993,0.49268,0.79608,0.00078418,0.00078418,0.00078418
111,55.0611,0.42133,0.60331,0.83496,0.98018,0.98304,0.995,0.91728,0.43993,0.49268,0.79608,0.0007822,0.0007822,0.0007822
112,55.5307,0.46676,0.62636,0.83964,0.98702,0.98434,0.995,0.92686,0.42836,0.50113,0.78712,0.00078022,0.00078022,0.00078022
113,55.991,0.42611,0.56957,0.83206,0.98702,0.98434,0.995,0.92686,0.42836,0.50113,0.78712,0.00077824,0.00077824,0.00077824
114,56.4621,0.47016,0.65448,0.85371,0.97993,0.99452,0.995,0.92042,0.43026,0.51733,0.78387,0.00077626,0.00077626,0.00077626
115,56.9298,0.42446,0.56378,0.83109,0.97993,0.99452,0.995,0.92042,0.43026,0.51733,0.78387,0.00077428,0.00077428,0.00077428
116,57.3863,0.44734,0.59711,0.84168,0.97129,0.99745,0.995,0.91664,0.42687,0.5256,0.78613,0.0007723,0.0007723,0.0007723
117,57.8262,0.40626,0.56191,0.85582,0.97129,0.99745,0.995,0.91664,0.42687,0.5256,0.78613,0.00077032,0.00077032,0.00077032
118,58.2943,0.40793,0.61074,0.81375,0.9486,0.99282,0.995,0.93188,0.41296,0.50792,0.78871,0.00076834,0.00076834,0.00076834
119,58.7442,0.42611,0.58766,0.84619,0.9486,0.99282,0.995,0.93188,0.41296,0.50792,0.78871,0.00076636,0.00076636,0.00076636
120,59.2109,0.43805,0.56769,0.83144,0.94148,0.99354,0.995,0.90829,0.4338,0.50518,0.79856,0.00076438,0.00076438,0.00076438
121,59.6454,0.41611,0.56253,0.82831,0.94148,0.99354,0.995,0.90829,0.4338,0.50518,0.79856,0.0007624,0.0007624,0.0007624
122,60.1124,0.42732,0.5444,0.839,0.94758,1,0.995,0.91031,0.4434,0.56354,0.80807,0.00076042,0.00076042,0.00076042
123,60.6035,0.43595,0.61595,0.82442,0.94758,1,0.995,0.91031,0.4434,0.56354,0.80807,0.00075844,0.00075844,0.00075844
124,61.083,0.43422,0.54761,0.81818,0.93563,1,0.995,0.90499,0.45322,0.60143,0.81771,0.00075646,0.00075646,0.00075646
125,61.5474,0.46279,0.56862,0.83171,0.93563,1,0.995,0.90499,0.45322,0.60143,0.81771,0.00075448,0.00075448,0.00075448
126,62.0142,0.43758,0.52198,0.83345,0.92023,0.99943,0.995,0.89892,0.4663,0.64641,0.81901,0.0007525,0.0007525,0.0007525
127,62.4896,0.42624,0.54702,0.82507,0.92023,0.99943,0.995,0.89892,0.4663,0.64641,0.81901,0.00075052,0.00075052,0.00075052
128,62.9701,0.42805,0.53177,0.83447,0.91974,1,0.995,0.90664,0.43875,0.6354,0.7974,0.00074854,0.00074854,0.00074854
129,63.433,0.43807,0.56917,0.82762,0.91974,1,0.995,0.90664,0.43875,0.6354,0.7974,0.00074656,0.00074656,0.00074656
130,64.0485,0.45534,0.63586,0.83355,0.93138,1,0.995,0.91426,0.43404,0.55848,0.791,0.00074458,0.00074458,0.00074458
131,64.6557,0.44339,0.54992,0.83852,0.93138,1,0.995,0.91426,0.43404,0.55848,0.791,0.0007426,0.0007426,0.0007426
132,65.2177,0.46819,0.51827,0.83108,0.94131,1,0.995,0.91191,0.42238,0.49218,0.78897,0.00074062,0.00074062,0.00074062
133,65.7928,0.42818,0.55969,0.83516,0.94131,1,0.995,0.91191,0.42238,0.49218,0.78897,0.00073864,0.00073864,0.00073864
134,66.3591,0.39022,0.56946,0.84725,0.92742,1,0.995,0.91819,0.43054,0.5088,0.79018,0.00073666,0.00073666,0.00073666
135,66.9324,0.41095,0.50195,0.82702,0.92742,1,0.995,0.91819,0.43054,0.5088,0.79018,0.00073468,0.00073468,0.00073468
136,67.4056,0.42316,0.54835,0.83204,0.93161,0.99558,0.995,0.91691,0.4274,0.51129,0.78837,0.0007327,0.0007327,0.0007327
137,67.9404,0.40197,0.57382,0.8371,0.93161,0.99558,0.995,0.91691,0.4274,0.51129,0.78837,0.00073072,0.00073072,0.00073072
138,68.6844,0.41515,0.54164,0.84065,0.95037,0.99653,0.995,0.92636,0.41202,0.47958,0.78326,0.00072874,0.00072874,0.00072874
139,69.6783,0.43288,0.60141,0.83011,0.95037,0.99653,0.995,0.92636,0.41202,0.47958,0.78326,0.00072676,0.00072676,0.00072676
140,70.3489,0.41549,0.57024,0.84869,0.96429,0.99919,0.995,0.92006,0.40637,0.45498,0.78392,0.00072478,0.00072478,0.00072478
141,71.1971,0.39983,0.59986,0.83759,0.96429,0.99919,0.995,0.92006,0.40637,0.45498,0.78392,0.0007228,0.0007228,0.0007228
142,72.3145,0.41654,0.5562,0.84855,0.97915,1,0.995,0.92365,0.44459,0.44716,0.79393,0.00072082,0.00072082,0.00072082
143,73.1342,0.42143,0.53318,0.83153,0.97915,1,0.995,0.92365,0.44459,0.44716,0.79393,0.00071884,0.00071884,0.00071884
144,73.6466,0.41827,0.5436,0.82222,0.98794,1,0.995,0.91128,0.43712,0.44,0.79412,0.00071686,0.00071686,0.00071686
145,74.6456,0.43637,0.54393,0.8228,0.98794,1,0.995,0.91128,0.43712,0.44,0.79412,0.00071488,0.00071488,0.00071488
146,75.1296,0.43138,0.58776,0.86096,0.98836,1,0.995,0.92479,0.43301,0.44468,0.79194,0.0007129,0.0007129,0.0007129
147,75.6168,0.42206,0.51184,0.82962,0.98836,1,0.995,0.92479,0.43301,0.44468,0.79194,0.00071092,0.00071092,0.00071092
148,76.113,0.41145,0.53629,0.82755,0.98863,1,0.995,0.91254,0.44444,0.43501,0.79767,0.00070894,0.00070894,0.00070894
149,76.5863,0.42011,0.53,0.83455,0.98863,1,0.995,0.91254,0.44444,0.43501,0.79767,0.00070696,0.00070696,0.00070696
150,77.1003,0.40878,0.51529,0.81833,0.98755,1,0.995,0.91302,0.43937,0.41301,0.79985,0.00070498,0.00070498,0.00070498
151,77.5379,0.38682,0.51448,0.82892,0.98755,1,0.995,0.91302,0.43937,0.41301,0.79985,0.000703,0.000703,0.000703
152,78.0164,0.39755,0.48789,0.83011,0.99098,1,0.995,0.913,0.44799,0.40908,0.80841,0.00070102,0.00070102,0.00070102
153,78.4672,0.43195,0.54692,0.83381,0.99098,1,0.995,0.913,0.44799,0.40908,0.80841,0.00069904,0.00069904,0.00069904
154,78.9859,0.43391,0.53453,0.81125,0.99166,1,0.995,0.90965,0.45555,0.41109,0.81041,0.00069706,0.00069706,0.00069706
155,79.4167,0.3986,0.54495,0.83339,0.99166,1,0.995,0.90965,0.45555,0.41109,0.81041,0.00069508,0.00069508,0.00069508
156,79.8905,0.41462,0.53604,0.8165,0.98113,0.99645,0.995,0.90591,0.44576,0.43055,0.79883,0.0006931,0.0006931,0.0006931
157,80.3435,0.41449,0.5375,0.84069,0.98113,0.99645,0.995,0.90591,0.44576,0.43055,0.79883,0.00069112,0.00069112,0.00069112
158,80.8912,0.44208,0.52498,0.8459,0.95468,1,0.995,0.9193,0.42253,0.46708,0.78764,0.00068914,0.00068914,0.00068914
159,81.4717,0.38719,0.49343,0.82506,0.95468,1,0.995,0.9193,0.42253,0.46708,0.78764,0.00068716,0.00068716,0.00068716
160,81.9921,0.43237,0.47522,0.8273,0.96198,0.96561,0.995,0.92138,0.40786,0.48932,0.78252,0.00068518,0.00068518,0.00068518
161,82.457,0.41854,0.4986,0.81981,0.96198,0.96561,0.995,0.92138,0.40786,0.48932,0.78252,0.0006832,0.0006832,0.0006832
162,82.9348,0.39424,0.52088,0.82726,0.95195,0.96602,0.995,0.91067,0.42695,0.50612,0.78272,0.00068122,0.00068122,0.00068122
163,83.4114,0.40977,0.54294,0.83933,0.95195,0.96602,0.995,0.91067,0.42695,0.50612,0.78272,0.00067924,0.00067924,0.00067924
164,83.9052,0.39703,0.51489,0.83335,0.94579,0.96501,0.995,0.89957,0.45801,0.50981,0.7886,0.00067726,0.00067726,0.00067726
165,84.3667,0.39835,0.48078,0.82161,0.94579,0.96501,0.995,0.89957,0.45801,0.50981,0.7886,0.00067528,0.00067528,0.00067528
166,84.8413,0.42572,0.49028,0.81881,0.94681,0.96446,0.995,0.91178,0.43526,0.48846,0.78591,0.0006733,0.0006733,0.0006733
167,85.3068,0.43098,0.52356,0.82537,0.94681,0.96446,0.995,0.91178,0.43526,0.48846,0.78591,0.00067132,0.00067132,0.00067132
168,85.7582,0.43644,0.54257,0.84813,0.94231,0.96465,0.995,0.92233,0.412,0.4741,0.78274,0.00066934,0.00066934,0.00066934
169,86.1951,0.39616,0.53926,0.8259,0.94231,0.96465,0.995,0.92233,0.412,0.4741,0.78274,0.00066736,0.00066736,0.00066736
170,86.6586,0.44619,0.51026,0.83033,0.91645,0.98709,0.995,0.91822,0.41707,0.4758,0.7897,0.00066538,0.00066538,0.00066538
171,87.1098,0.4321,0.5295,0.82621,0.91645,0.98709,0.995,0.91822,0.41707,0.4758,0.7897,0.0006634,0.0006634,0.0006634
172,87.6132,0.40295,0.48774,0.82231,0.93045,0.98534,0.995,0.91383,0.44499,0.46334,0.80005,0.00066142,0.00066142,0.00066142
173,88.0811,0.40908,0.50137,0.82883,0.93045,0.98534,0.995,0.91383,0.44499,0.46334,0.80005,0.00065944,0.00065944,0.00065944
174,88.5467,0.41705,0.4977,0.82403,0.92881,0.99668,0.995,0.90526,0.45877,0.47561,0.80568,0.00065746,0.00065746,0.00065746
175,89.0125,0.41657,0.54096,0.82556,0.92881,0.99668,0.995,0.90526,0.45877,0.47561,0.80568,0.00065548,0.00065548,0.00065548
176,89.4647,0.40515,0.55114,0.84115,0.96736,0.98467,0.995,0.91725,0.44144,0.45433,0.8002,0.0006535,0.0006535,0.0006535
177,89.929,0.42685,0.48335,0.82911,0.96736,0.98467,0.995,0.91725,0.44144,0.45433,0.8002,0.00065152,0.00065152,0.00065152
178,90.4025,0.41485,0.48108,0.8168,0.97569,0.98699,0.995,0.92026,0.43515,0.44825,0.79831,0.00064954,0.00064954,0.00064954
179,90.874,0.40249,0.49552,0.82957,0.97569,0.98699,0.995,0.92026,0.43515,0.44825,0.79831,0.00064756,0.00064756,0.00064756
180,91.3512,0.41312,0.47608,0.83231,0.97654,0.98732,0.995,0.9008,0.45755,0.45927,0.80672,0.00064558,0.00064558,0.00064558
181,91.8227,0.39576,0.48982,0.84518,0.97654,0.98732,0.995,0.9008,0.45755,0.45927,0.80672,0.0006436,0.0006436,0.0006436
182,92.3147,0.38341,0.49332,0.83316,0.9572,0.98505,0.995,0.90341,0.44312,0.45928,0.80243,0.00064162,0.00064162,0.00064162
183,92.7808,0.39925,0.53951,0.84819,0.9572,0.98505,0.995,0.90341,0.44312,0.45928,0.80243,0.00063964,0.00063964,0.00063964
184,93.2878,0.4188,0.50368,0.8359,0.91871,0.98432,0.995,0.91728,0.41605,0.48584,0.79294,0.00063766,0.00063766,0.00063766
185,93.7719,0.40301,0.48482,0.82553,0.91871,0.98432,0.995,0.91728,0.41605,0.48584,0.79294,0.00063568,0.00063568,0.00063568
186,94.2689,0.40832,0.4712,0.82825,0.88879,0.98664,0.995,0.9143,0.42351,0.51631,0.79439,0.0006337,0.0006337,0.0006337
187,94.7351,0.41045,0.5156,0.84461,0.88879,0.98664,0.995,0.9143,0.42351,0.51631,0.79439,0.00063172,0.00063172,0.00063172
188,95.2219,0.38756,0.46997,0.82038,0.88873,0.98917,0.995,0.91601,0.42987,0.52671,0.79526,0.00062974,0.00062974,0.00062974
